,sex_1,education_1,education_3,education_4,education_6,marriage_1,marriage_2,marriage_3,pay_0_-2,pay_0_0,pay_0_1,pay_0_2,pay_0_3,pay_0_4,pay_0_7,pay_0_8,pay_2_-1,pay_2_3,pay_2_5,pay_3_-2,pay_3_-1,pay_3_2,pay_3_3,pay_3_4,pay_3_5,pay_3_6,pay_4_-2,pay_4_0,pay_4_2,pay_4_3,pay_4_4,pay_4_6,pay_5_-2,pay_5_-1,pay_5_0,pay_5_2,pay_5_4,pay_5_5,pay_5_6,pay_5_7,limit_bal,age,bill_amt1,bill_amt2,bill_amt3,bill_amt4,pay_amt2,pay_amt3,pay_amt4
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.173911125312046,-1.3268480990679206,-0.6370793330782932,-0.6420725964578917,-0.6597711527934291,-0.6680381158312978,-0.193364211418679,-0.2743635080185559,-0.2809670642194431
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.41767368282477013,-1.1116213292032093,-0.6532856565039645,-0.6608884754266948,-0.6322191162158718,-0.619637260778683,-0.18279503562875238,-0.2263135464903247,-0.22676395706580088
2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.644544915570953,-0.2507142497443648,-0.3036582550291035,-0.4927890251186215,-0.48185107715210257,-0.45604769597829564,-0.1658027915935006,-0.2263135464903247,-0.22676395706580088
3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.9470398925658633,0.07212590505270194,-0.06996333453430895,-0.02538455452538811,0.012122515918284489,-0.24920504432771098,-0.14816484228490923,-0.21670355418467843,-0.22134364635043666
4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5689211713222253,-1.434461484000276,-0.5322450898300227,-0.6792670935915752,-0.6609877003191819,-0.6647689871740154,-0.1963548463688833,-0.2743635080185559,-0.24947505896317698
5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.26642619432731496,-0.8963945593384983,-0.5400257048946627,-0.49184618151016296,-0.5019102869233197,-0.48740766318842504,-0.216779523699256,-0.25360592463836,-0.22676395706580088
6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.173911125312046,-0.14310086481200923,-0.6885946406044118,-0.6844595656381586,-0.6692961669439244,-0.6680381158312978,-0.216779523699256,-0.2743635080185559,0.42405275052798164
7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1873162711650506,-0.14310086481200923,1.8844192153148684,1.9500777711971098,3.5471054888740774,2.120395496894284,0.07490933740987639,0.05622022729567504,0.11119241603715857
8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3385637596625058,-0.46594101960907597,1.9811963749429027,2.023236969453444,2.2523533113807033,2.4326342647581574,0.3439985139521239,-0.12060363112821595,0.42367332877790614
9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11517870582985977,-0.6811677894737871,-0.6809061817249706,-0.6219859282776878,-0.5672858920288235,-0.6581419752352711,0.033992013772990055,-0.24221808375616924,0.8887901912633104
10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1873162711650506,-0.7887811744061427,1.6813464786446974,1.5930953179945069,1.104706613677489,1.2303345407464132,-0.009474146469184042,-0.034113700377399706,-0.009951528451231867
11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8714161483171357,0.9330329845115466,0.061359229373954,-0.6503668873323024,0.13112298298281744,-0.2191616040429125,1.8562742486014634,-0.1302136234338622,-0.11835774275851638
12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8714161483171357,-0.35832763467672035,0.0692056702851645,0.10487817184324003,0.012951980140388576,-0.24572882154734288,-0.11482605948774519,-0.20228856572620907,-0.19966240348897976
13,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5485436676421473,-0.03548747987965364,-0.3192194851583834,-0.4895232334893231,-0.3637630207318841,-0.3124575064930475,0.5380499408346994,0.8864755125419828,1.9639630247629578
14,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48981124815996097,0.1797392899850575,-0.6885946406044118,-0.6844595656381586,-0.6692961669439244,-0.6680381158312978,-0.216779523699256,-0.2743635080185559,-0.2809670642194431
15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7957924040684081,-0.6811677894737871,-0.4284772252961953,-0.5620265405397732,-0.5317571745153651,-0.5157055958643578,-0.17766337793010634,-0.25033852725444034,-0.25316087024962464
16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03606878266759542,-0.35832763467672035,1.5511429541281339,1.65552796215461,1.4984118066991938,1.6890184385066456,0.025631829707646173,0.07971665848298011,-0.24844519992725778
17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19080245007858737,0.6101928297144799,-0.6517321665248994,0.23881662184484423,-0.6692961669439244,-0.6680381158312978,-0.216779523699256,-0.2743635080185559,0.08078447292396526
18,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.26642619432731496,-0.2507142497443648,0.9523120627064549,1.1060141112247472,1.156423707925679,1.2447275823008734,-0.057052429767889073,-0.23592353879597094,-0.06350419831903041
19,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1873162711650506,-1.219234714135565,0.7200916411748407,0.7997539112771902,0.8534480763984595,0.9640558757702152,-0.046857083346738,-0.034113700377399706,-0.11835774275851638
20,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.34204993857604254,-1.3268480990679206,0.9817230509541801,1.089685153078255,1.1462904200123074,0.779816068410705,-0.03326328811853656,-0.10878334059227106,-0.08794979964532307
21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03606878266759542,-0.6811677894737871,-0.6260995818703242,-0.626782132720716,-0.5439779473876987,-0.5938392500171426,-0.046857083346738,-0.2263135464903247,-0.22676395706580088
22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9470398925658633,-0.6811677894737871,-0.633748545241823,-0.6453930456876805,-0.6492231327690056,-0.6504351153690081,-0.16743404702088477,-0.21718405379996075,-0.25153477703501537
23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7201686598196805,-1.3268480990679206,-0.6885946406044118,-0.6844595656381586,-0.6692961669439244,-0.6680381158312978,-0.216779523699256,-0.2743635080185559,-0.2809670642194431
24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.022663636814591,-1.434461484000276,-0.2703108811564589,-0.2610954566400252,-0.21076834496478533,-0.17209206835299184,-0.11482605948774519,-0.21670355418467843,-0.2809670642194431
25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2629400154137782,-0.03548747987965364,-0.6863960573289551,-0.6844595656381586,-0.6692961669439244,-0.6680381158312978,-0.216779523699256,-0.2743635080185559,-0.2809670642194431
26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19080245007858737,-0.7887811744061427,-0.6812221457885094,-0.6804968896026081,-0.661706569311672,-0.665020458609191,-0.19472359094149913,-0.2673962635969624,0.5888843993822077
27,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7923062251548714,2.7624605283615913,-0.6556817173191328,-0.6502985653316894,-0.6347351576895874,-0.6310570224231263,-0.216779523699256,-0.2743635080185559,-0.2809670642194431
28,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5689211713222253,-0.8963945593384983,1.691207190460967,0.19898489548750123,-0.5256882612903035,-0.6123889664706813,-0.16920124040055096,-0.09244635367267244,-0.1848107521288818
29,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5689211713222253,-0.35832763467672035,0.1854804456673979,0.24235570147659444,0.28738021802352565,0.36969574251408344,-0.11142761068069483,-0.14462861189233156,-0.14003898561997327
30,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.9470398925658633,-1.434461484000276,-0.5339828921794855,-0.5350393502976626,-0.50804832216689,-0.5072147368178417,-0.1658027915935006,-0.2599485195600866,-0.253865510642622
31,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.19080245007858737,-1.219234714135565,-0.29596979614966235,-0.3296224232548023,-0.32613299385576205,-0.32917296071354096,0.021111892794269196,-0.034113700377399706,-0.11835774275851638
32,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.173911125312046,0.3949660598497687,-0.4210257394644082,-0.43154518376918366,-0.39175743822789705,-0.3716716332582116,0.46291023771081596,-0.23068609298939374,-0.22676395706580088
33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7166824809061437,1.4710999091733246,-0.6706505148292777,-0.6844595656381586,-0.5849949531707458,-0.6162645850598577,-0.00954211544532505,-0.10618864266974658,0.11601649257383273
34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.173911125312046,-0.8963945593384983,-0.6834602245719082,-0.6791304495903494,-0.6639046495002479,-0.662269065259623,-0.20352557335175958,-0.2556240230225457,-0.25982785242952267
35,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.9470398925658633,-0.8963945593384983,-0.24074191087696428,-0.2039509353273636,-0.1705669790001406,-0.11364714833071765,-0.1556074451723495,-0.17826358496209344,-0.22676395706580088
36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5654349924086886,1.7939400639703913,1.6487100239150148,2.0213239534362817,1.9982884201502216,1.64156429944528,-0.216779523699256,0.061986222679062786,0.1526577930096949
37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7201686598196805,-0.35832763467672035,0.10336928465528403,0.13962674135498043,-0.24571643752277084,-0.4325868903201517,-0.11482605948774519,-0.1302136234338622,0.8030950788534019
38,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6997911561396024,0.3949660598497687,4.6481173835797405,4.7506102407215725,4.7208803095735705,5.0267692127172054,-0.216779523699256,-0.2743635080185559,-0.2752215348611571
39,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.9470398925658633,-0.14310086481200923,-0.4176686212893097,-0.41188211199278,-0.3994299822823598,-0.38332807390046725,-0.1488105475582488,-0.23558718906527332,-0.22676395706580088
40,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9470398925658633,1.7939400639703913,-0.59563538007747,-0.6540016177649107,-0.5180710148506477,-0.4820232159881953,0.15497679130398287,0.329864758198952,-0.20828069752640888
41,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9470398925658633,-0.2507142497443648,-0.041724046355539626,-0.012048100005742558,-0.1664749555044271,-0.21975330153744324,-0.1488105475582488,-0.11378053659120711,-0.2809670642194431
42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7923062251548714,0.825419599579191,3.085938392767261,3.035577716935473,2.147343140862326,2.342518736341125,0.05648974487566344,0.07159621498470903,0.12555623943287378
43,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48981124815996097,-0.7887811744061427,-0.6878178956148793,-0.6769714743709806,-0.6664206909739636,-0.6680381158312978,-0.20971075018059124,-0.2743635080185559,-0.27858212750468286
44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0982873810633185,-1.0040079442708538,-0.4359155459586684,-0.4100237535761081,-0.38644886720643085,-0.3746153282935021,-0.18279503562875238,-0.2743635080185559,-0.2321842677811651
45,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5654349924086886,-0.7887811744061427,-0.6817487525610738,-0.6564885385872217,-0.6533289806684207,-0.6150516051960697,-0.17752743997782433,-0.10224854582443162,-0.24952926207033063
